content_id,service_id,rating,num_ratings
314,4,8.0,1647
315,4,2.3,30
316,4,2.1,1302
317,4,9.2,4879
318,4,2.5,2428
319,4,8.2,3748
320,4,8.3,1414
321,4,4.0,1503
322,4,8.8,454
323,4,3.7,2478
324,4,7.9,3919
325,4,4.7,2291
326,4,9.0,1879
327,4,3.7,442
328,4,9.0,577
329,4,3.5,3436
330,4,3.1,644
331,4,7.0,1268
332,4,7.3,2139
333,4,6.6,1788
334,4,4.1,3170
335,4,3.1,4050
336,4,7.1,1573
337,4,4.7,670
338,4,1.9,523
339,4,6.0,4739
340,4,2.9,4058
341,4,8.4,2180
342,4,9.5,3427
343,4,4.8,1759
344,4,3.5,153
345,4,6.2,2628
346,4,2.1,4928
347,4,6.6,3093
348,4,9.4,1044
349,4,4.0,1197
350,4,7.6,4180
351,4,3.8,2278
352,4,7.9,1713
353,4,9.8,1669
354,4,1.1,262
355,4,7.8,3306
356,4,7.8,1945
357,4,3.6,801
358,4,8.1,1581
359,4,8.8,3461
360,4,5.8,251
361,4,4.1,70
362,4,9.9,2219
363,4,9.4,1840
364,4,5.6,4072
365,4,3.0,4719
366,4,10.0,4781
367,4,3.8,2564
367,1,8.9,3529
368,4,2.5,3855
369,4,8.5,4300
370,4,5.3,51
371,4,1.2,4502
372,4,3.3,2059
373,4,2.6,1644
374,4,8.3,4233
375,4,8.5,4301
376,4,8.4,2432
377,4,6.6,1207
378,4,8.0,4903
379,4,7.8,2568
380,4,9.5,3485
381,4,3.1,3571
382,4,9.9,1615
383,4,8.1,406
384,4,1.9,3917
385,4,6.1,4326
385,1,6.3,143
385,2,5.8,4213
386,4,5.2,1231
387,4,4.0,1862
387,1,1.9,817
388,4,9.2,3192
389,4,5.5,4432
390,4,6.6,2799
390,2,2.9,3698
391,4,1.5,3891
392,4,3.1,2842
393,4,2.2,2849
394,4,8.1,3314
395,4,8.5,2998
396,4,5.9,2703
397,4,1.6,3286
398,4,3.9,3118
399,4,2.8,2226
400,4,5.5,3794
401,4,6.0,4507
402,4,3.1,248
402,1,3.8,2876
403,4,7.4,3928
403,1,1.2,2802
404,4,5.7,4347
404,1,4.0,3925
405,4,2.5,1090
406,4,6.7,2313
407,4,3.2,4313
408,4,5.5,3695
409,4,4.2,36
410,4,9.4,3079
411,4,3.1,2717
412,4,7.6,3528
413,4,6.1,2461
414,4,3.8,3836
415,4,5.1,1229
416,4,4.3,864
417,4,8.8,3881
418,4,3.3,1726
418,1,3.4,3096
418,2,2.1,3027
419,4,3.5,1187
420,4,6.5,1715
420,1,1.4,2978
421,4,3.8,567
422,4,1.3,3739
423,4,6.7,566
424,4,6.9,2948
425,4,5.8,4787
426,4,9.9,3944
427,4,3.2,1387
427,1,4.4,2622
428,4,5.0,3549
429,4,2.8,1735
430,4,3.7,2934
431,4,2.0,1882
431,1,3.4,422
432,4,4.7,4456
433,4,1.4,440
434,4,3.5,409
435,4,5.1,4999
436,4,1.8,4196
437,4,8.5,3031
438,4,9.9,659
439,4,9.6,3982
440,4,2.7,2917
441,4,1.6,3737
442,4,8.7,3263
443,4,2.9,3495
444,4,4.7,727
445,4,5.1,3488
446,4,1.8,3060
447,4,7.2,4780
448,4,4.4,2927
449,4,4.5,1872
450,4,7.6,190
451,4,2.0,2555
452,4,8.8,387
453,4,3.7,1586
453,1,5.9,2973
454,4,9.4,1732
455,4,4.8,424
456,4,6.0,1126
457,4,7.0,3286
457,2,1.4,4289
458,4,5.1,702
459,4,6.2,3322
460,4,9.4,966
461,4,2.9,3900
462,4,6.2,2495
463,4,2.7,1919
464,4,9.2,3093
465,4,6.5,2810
466,4,3.8,4070
467,4,8.9,3379
468,4,8.0,3315
469,4,3.3,3019
470,4,9.2,415
471,4,9.0,3367
472,4,3.6,182
473,4,4.9,1152
473,2,1.8,1830
474,4,8.1,1616
475,4,9.5,2290
476,4,6.1,3613
477,4,7.9,1952
478,4,2.3,3452
479,4,8.8,133
480,4,8.4,1766
481,4,7.3,2673
482,4,6.1,1753
483,4,8.6,4718
484,4,2.0,4711
485,4,2.5,2739
486,4,5.2,58
487,4,3.9,3640
488,4,3.7,2150
489,4,2.6,2895
490,4,9.7,3273
491,4,4.8,1996
492,4,6.1,4309
493,4,6.3,3584
494,4,2.8,4639
495,4,3.9,1182
495,1,9.6,94
496,4,7.2,2450
497,4,6.0,3858
498,4,9.5,2625
499,4,3.1,1310
500,4,1.5,1641
501,4,1.9,1733
501,1,3.9,3473
502,4,7.0,186
503,4,3.8,4673
504,4,7.8,426
505,4,5.8,1331
506,4,9.1,710
507,4,6.0,2837
508,4,8.6,2583
509,4,6.3,4151
510,4,1.9,1965
511,4,1.7,4787
512,4,6.9,3271
513,4,7.6,3155
514,4,6.8,28
515,4,6.9,4593
516,4,4.8,4470
517,4,7.5,3364
518,4,7.9,4002
519,4,5.6,3990
520,4,2.9,380
521,4,2.6,3418
522,4,9.2,1482
523,4,7.0,1580
524,4,2.8,4637
525,4,6.2,372
526,4,5.2,3067
527,4,8.5,3294
528,4,3.4,4690
529,4,1.6,43
530,4,7.2,4028
531,4,6.8,3727
532,4,4.7,845
533,4,4.7,4781
534,4,2.4,4034
535,4,2.9,1219
536,4,1.3,329
536,1,1.1,3922
537,4,5.4,4605
538,4,4.6,1420
539,4,2.5,3347
540,4,9.0,838
541,4,7.0,4933
542,4,5.2,3600
543,4,9.7,874
544,4,9.3,4812
544,1,8.0,3519
545,4,6.3,4309
546,4,7.9,4060
547,4,2.3,4218
548,4,2.7,688
549,4,1.8,4597
550,4,6.6,2807
551,4,4.5,3481
552,4,7.6,2704
553,4,1.8,4758
554,4,2.9,2839
555,4,2.5,747
555,1,3.3,139
556,4,4.1,3168
557,4,3.9,1624
558,4,2.1,1476
559,4,8.6,2168
560,4,7.9,570
560,1,5.6,3481
561,4,4.1,763
562,4,5.3,4288
563,4,3.2,4390
564,4,1.8,2099
565,4,1.1,3301
566,4,6.3,1643
567,4,3.7,8
568,4,1.6,1386
569,4,2.7,3465
570,4,7.8,3742
571,4,4.7,216
572,4,8.3,3274
572,1,4.0,3611
572,2,7.1,1582
573,4,1.2,2426
574,4,1.6,2312
575,4,4.5,509
576,4,2.9,3201
577,4,5.1,3485
578,4,5.8,2417
579,4,6.9,1008
580,4,5.2,3754
581,4,2.1,3806
582,4,1.7,1130
583,4,9.8,1280
584,4,4.7,3591
585,4,7.7,4740
586,4,6.0,3595
587,4,6.3,2232
588,4,5.5,2023
589,4,2.7,62
590,4,1.5,2730
591,4,9.4,3665
592,4,8.9,3864
593,4,9.7,3275
594,4,3.4,4291
595,4,8.5,2016
596,4,5.0,4819
597,4,6.0,1830
598,4,8.0,3705
599,4,8.9,4275
600,4,9.2,2730
601,4,3.0,543
602,4,2.6,3707
603,4,4.6,2023
604,4,7.1,3158
605,4,5.3,4624
606,4,8.9,3772
606,1,6.2,4036
607,4,4.4,1476
608,4,6.8,972
609,4,1.3,2223
609,2,9.6,692
610,4,2.8,4930
611,4,2.4,3704
612,4,4.2,2972
613,4,5.3,4815
614,4,3.0,1012
615,4,3.1,2139
615,2,2.8,4630
616,4,8.5,3968
617,4,7.7,4988
618,4,6.4,2310
619,4,10.0,1989
620,4,4.2,2854
621,4,5.3,4828
622,4,8.3,2840
623,4,4.9,3787
624,4,4.3,3792
625,4,6.3,1584
626,4,9.4,2258
627,4,5.2,3439
628,4,8.0,1647
629,4,3.5,1953
630,4,2.9,2547
631,4,3.5,848
632,4,4.7,12
633,4,7.0,2615
634,4,3.5,4601
635,4,6.4,2295
636,4,9.4,2811
637,4,2.1,1948
638,4,9.3,3953
638,1,5.7,2004
639,4,3.0,1108
640,4,1.9,3867
641,4,4.4,4878
642,4,1.5,4879
643,4,5.7,3742
644,4,6.3,1766
644,2,4.5,729
645,4,7.8,4280
646,4,6.1,798
647,4,7.6,2002
648,4,2.0,3250
649,4,8.3,2178
650,4,4.6,2713
651,4,1.3,2822
652,4,1.7,1756
653,4,1.0,1980
654,4,2.7,2149
655,4,9.7,1412
656,4,7.6,2348
657,4,5.8,2698
658,4,2.7,2221
658,2,1.2,3556
659,4,3.2,513
660,4,9.5,737
661,4,6.4,1393
662,4,3.1,2259
662,1,7.6,3114
663,4,2.4,3473
664,4,4.8,1721
665,4,1.1,2852
666,4,8.6,2159
667,4,6.6,3741
668,4,1.4,3065
669,4,3.6,1054
670,4,2.2,2343
671,4,7.3,4468
671,1,2.7,4361
672,4,7.9,2377
673,4,6.1,2012
674,4,7.8,2538
675,4,7.1,2625
675,1,2.6,4941
676,4,2.3,3364
677,4,3.4,2631
678,4,2.6,4959
679,4,2.0,4856
680,4,4.2,4684
681,4,9.2,1145
682,4,3.2,4608
683,4,1.6,3825
684,4,5.5,1675
685,4,7.8,2975
686,4,1.9,2947
687,4,5.5,4591
688,4,5.2,1943
689,4,6.4,3460
690,4,6.7,1520
691,4,4.8,1427
692,4,2.9,1871
693,4,7.3,3266
693,1,4.3,4329
694,4,7.4,2287
695,4,6.7,1475
696,4,9.9,30
697,4,9.5,4772
698,4,6.2,2905
699,4,3.7,3388
700,4,6.1,4600
701,4,4.9,1116
702,4,3.2,1919
703,4,7.4,1489
704,4,2.3,4225
705,4,5.6,2986
706,4,1.5,3857
706,1,2.6,2819
707,4,10.0,4281
708,4,3.4,949
709,4,8.5,3212
710,4,9.0,2357
710,1,1.3,1493
711,4,4.4,215
712,4,8.0,3682
713,4,5.2,3440
713,1,10.0,1039
714,4,7.8,4037
715,4,7.0,547
716,4,8.0,1356
717,4,1.2,3920
718,4,8.8,3786
719,4,5.7,4156
720,4,1.5,693
721,4,9.9,3198
722,4,5.0,1044
723,4,7.4,4639
724,4,6.8,534
725,4,7.3,1692
726,4,2.5,2659
727,4,8.2,86
728,4,3.9,3111
729,4,6.5,871
730,4,7.1,1999
731,4,4.6,387
732,4,5.9,1463
733,4,9.7,1441
734,4,4.9,3580
735,4,7.9,597
736,4,4.3,1580
737,4,4.3,619
738,4,4.6,2234
739,4,5.4,191
740,4,2.9,2505
741,4,5.8,4122
742,4,9.8,4300
743,4,8.4,3193
744,4,3.4,2084
745,4,9.0,4772
746,4,3.6,720
747,4,5.9,1939
748,4,8.2,4913
749,4,4.9,4890
749,2,4.6,278
750,4,8.7,3255
751,4,1.0,3517
752,4,5.1,3308
753,4,6.2,3535
754,4,8.1,514
755,4,5.5,3355
756,4,4.4,3287
757,4,3.0,1193
757,1,1.9,882
758,4,9.9,4527
759,4,3.1,3003
760,4,8.2,544
761,4,6.1,3966
762,4,5.7,4610
763,4,6.3,582
764,4,3.2,528
765,4,3.0,116
766,4,9.0,1652
767,4,8.8,4912
768,4,3.4,2435
769,4,9.3,63
770,4,9.1,1150
771,4,3.5,3239
772,4,3.5,2100
773,4,6.6,2349
774,4,3.8,4981
775,4,3.4,510
776,4,9.7,3403
777,4,5.0,2683
778,4,9.6,3521
779,4,6.5,4299
780,4,3.8,373
781,4,5.8,3832
782,4,8.9,3603
783,4,5.5,752
784,4,2.3,625
785,4,7.8,1679
786,4,2.2,1985
787,4,4.0,1830
788,4,9.4,4515
789,4,7.5,930
790,4,4.7,4071
791,4,8.7,3654
792,4,6.0,2510
793,4,4.4,1576
794,4,3.0,550
795,4,3.1,337
796,4,1.8,186
797,4,6.4,4965
798,4,6.2,4446
799,4,9.2,1213
800,4,5.4,3599
801,4,2.0,673
802,4,7.6,1559
803,4,1.4,3430
804,4,6.0,2950
805,4,1.9,4186
806,4,1.4,2692
807,4,2.5,3253
808,4,5.7,1837
809,4,8.6,4041
810,4,4.1,2138
811,4,4.8,2914
812,4,2.3,684
813,4,7.9,1145
814,4,6.7,1769
814,1,5.8,433
815,4,5.2,3752
816,4,6.2,687
817,4,1.6,3537
818,4,1.9,3401
819,4,7.5,3252
820,4,1.8,3770
821,4,6.8,363
822,4,2.8,2353
823,4,1.7,3842
824,4,6.4,3892
825,4,4.9,2200
826,4,8.7,4096
827,4,2.2,1015
827,1,5.6,1335
828,4,4.5,3026
829,4,6.0,444
830,4,8.8,1930
831,4,2.6,2571
832,4,9.0,1232
833,4,5.4,1799
834,4,5.6,729
835,4,2.2,4886
836,4,3.3,249
837,4,8.4,3087
838,4,2.8,430
839,4,3.0,612
840,4,8.7,470
841,4,6.9,3893
842,4,3.0,3528
843,4,4.3,1802
844,4,3.0,2830
845,4,4.8,581
846,4,5.8,3434
847,4,2.4,610
848,4,6.2,2534
849,4,2.0,362
850,4,5.4,3131
851,4,8.3,3249
852,4,2.0,2894
853,4,8.6,4090
854,4,7.6,4110
855,4,5.8,4026
856,4,10.0,1877
856,1,7.4,489
857,4,6.0,3738
858,4,9.6,2869
859,4,1.6,2704
860,4,2.2,3819
861,4,6.3,1116
862,4,6.4,3629
863,4,5.5,226
864,4,3.8,3644
865,4,2.2,2314
866,4,4.7,3324
867,4,1.7,2639
868,4,3.7,3449
869,4,1.6,4899
870,4,5.3,3001
871,4,2.5,3181
872,4,9.8,2174
873,4,6.0,1183
874,4,9.9,3054
874,2,5.5,444
875,4,3.0,3101
876,4,8.0,281
877,4,7.7,3768
878,4,6.1,384
879,4,2.6,2570
880,4,9.9,4925
881,4,2.5,4308
882,4,5.7,179
883,4,9.0,3350
884,4,8.4,2706
885,4,2.8,3366
885,2,4.3,812
886,4,9.1,2623
886,2,9.9,3640
887,4,5.7,1069
888,4,4.5,4500
889,4,3.8,2941
890,4,1.9,262
891,4,5.2,4805
892,4,4.1,3866
893,4,7.1,1452
894,4,7.2,2209
895,4,5.1,1170
896,4,4.0,4973
897,4,6.6,4547
898,4,9.9,791
899,4,5.9,2752
900,4,5.9,1178
901,4,8.0,2809
902,4,6.7,3049
903,4,8.5,447
904,4,1.3,4557
905,4,5.1,3093
906,4,1.5,2606
907,4,7.9,3751
908,4,5.6,2850
909,4,6.8,2634
910,4,9.3,3064
911,4,9.1,780
912,4,9.1,1068
913,4,2.0,2971
914,4,5.4,1365
915,4,9.6,4217
916,4,2.4,1001
917,4,9.1,2173
918,4,7.8,3334
919,4,1.9,4071
920,4,5.7,120
921,4,9.1,3027
922,4,8.1,117
923,4,7.5,2525
924,4,2.3,4538
925,4,4.8,3547
926,4,7.0,2315
927,4,7.6,56
928,4,7.0,2785
928,2,9.7,4244
929,4,6.6,4022
930,4,9.0,4014
931,4,4.2,2098
932,4,4.6,4772
933,4,5.8,474
934,4,8.7,2336
935,4,2.3,2649
936,4,1.3,2358
937,4,9.5,3066
938,4,3.9,3864
939,4,7.3,3320
940,4,7.1,4370
941,4,8.7,3870
942,4,3.1,883
943,4,3.4,3495
944,4,9.7,2964
945,4,8.6,3808
946,4,4.7,1882
947,4,9.3,1540
948,4,9.9,2054
949,4,4.0,1422
950,4,5.0,4046
951,4,1.6,1296
952,4,7.8,4758
953,4,4.6,2925
954,4,2.1,313
955,4,4.9,2551
956,4,6.8,2608
957,4,1.1,147
957,2,6.5,2358
958,4,2.8,1472
959,4,1.2,1909
960,4,2.1,390
961,4,9.2,4056
962,4,6.0,3689
963,4,5.5,4883
964,4,9.8,980
965,4,4.6,2546
966,4,2.0,1321
967,4,8.1,4913
968,4,2.1,4401
969,4,4.4,2047
970,4,3.3,882
971,4,2.6,4871
972,4,2.0,165
973,4,7.6,4950
974,4,8.3,4902
975,4,9.2,573
976,4,8.4,1603
977,4,1.4,3936
978,4,2.4,2514
979,4,5.1,1324
980,4,10.0,128
981,4,7.5,4076
982,4,4.5,4534
983,4,5.1,510
984,4,3.6,2017
985,4,3.7,2752
986,4,3.3,1338
987,4,9.0,1970
988,4,6.6,326
989,4,6.2,4147
990,4,2.2,1199
991,4,4.0,4272
992,4,9.4,4208
993,4,2.2,124
994,4,8.0,1215
995,4,5.1,2915
996,4,6.7,863
997,4,7.4,1370
998,4,7.6,856
999,4,7.5,1930
1000,4,1.6,3690
1001,4,7.9,2984
1002,4,1.6,4723
1003,4,2.4,1390
1004,4,2.3,1252
1005,4,1.6,1750
1006,4,1.6,3148
1006,2,1.2,4697
1007,4,9.5,4463
1008,4,3.2,1821
1009,4,3.1,2830
1010,4,6.9,1396
1011,4,8.0,837
1012,4,9.7,2880
1013,4,7.5,1022
1014,4,8.8,2497
1015,4,1.8,1855
1016,4,1.5,2397
1017,4,9.2,3121
1018,4,8.5,2391
1019,4,3.3,2386
1020,4,6.6,4635
1021,4,8.8,1377
1022,4,7.0,4898
1023,4,1.2,1802
1024,4,6.9,728
1025,4,4.7,2590
1026,4,8.7,4336
1027,4,4.4,3257
1028,4,1.4,2925
1029,4,3.3,454
1030,4,2.8,4033
1031,4,5.6,3610
1032,4,1.2,3832
1033,4,2.4,3083
1034,4,2.4,877
1035,4,2.5,1618
1035,1,4.4,1158
1036,4,2.8,710
1037,4,1.5,3032
1038,4,1.3,3944
1039,4,8.9,3181
1040,4,6.1,2000
1041,4,9.8,2501
1042,4,1.2,2235
1043,4,4.0,2561
1044,4,4.0,3969
1045,4,2.4,2747
1046,4,4.5,1917
1047,4,9.3,2496
1048,4,3.0,4719
1049,4,2.8,1122
1050,4,6.6,2433
1051,4,3.9,2239
1052,4,1.9,46
1053,4,1.9,3827
1054,4,6.7,3452
1055,4,4.9,1343
1056,4,1.5,4809
1057,4,2.5,1936
1058,4,6.0,2462
1059,4,9.4,883
1060,4,1.1,4847
1061,4,2.0,3651
1062,4,9.3,4246
1063,4,8.9,39
1063,1,8.2,4517
1064,4,4.5,2359
1065,4,6.9,204
1066,4,8.4,684
1067,4,10.0,85
1068,4,4.1,215
1069,4,3.7,814
1070,4,9.6,672
1071,4,9.7,476
1072,4,5.9,4734
1072,1,5.5,4109
1073,4,2.0,2880
1074,4,2.1,775
1075,4,7.1,3392
1076,4,6.3,2394
1076,1,9.3,4628
1077,4,8.7,2068
1078,4,1.2,1213
1079,4,6.9,654
1080,4,6.6,1144
1081,4,6.0,2486
1082,4,7.6,3849
1082,1,3.8,2461
1083,4,7.8,2091
1084,4,8.1,4810
1085,4,3.5,894
1086,4,2.0,4763
1086,2,9.2,163
1087,4,2.7,66
1088,4,6.6,4179
1089,4,9.9,2750
1090,4,4.9,4159
1091,4,3.9,709
1092,4,1.6,208
1093,4,8.2,577
1093,2,9.1,4582
1094,4,9.0,4587
1095,4,1.9,1871
1096,4,9.6,1620
1097,4,2.8,4694
1098,4,8.1,1507
1099,4,9.7,3237
1100,4,8.9,151
1100,1,4.5,3978
1101,4,2.5,2226
1102,4,2.0,4395
1103,4,4.7,3377
1104,4,4.5,4776
1105,4,1.6,2302
1106,4,4.1,4206
1107,4,8.6,3197
1108,4,6.2,3096
1109,4,7.1,1179
1110,4,4.5,2772
1110,2,8.3,1316
1111,4,4.2,3578
1112,4,7.4,3583
1113,4,3.7,884
1114,4,9.2,4450
1115,4,2.3,739
1116,4,5.1,3382
1117,4,7.3,361
1118,4,2.1,1786
1119,4,6.9,899
1120,4,6.3,4993
1121,4,3.1,41
1122,4,2.6,1615
1123,4,7.8,4277
1124,4,7.3,3965
1125,4,4.1,4256
1126,4,7.9,1989
1127,4,7.7,4252
1127,1,1.1,3935
1128,4,2.9,59
1129,4,3.9,3400
1130,4,2.9,4582
1131,4,7.5,3354
1132,4,7.8,4994
1132,1,2.7,458
1133,4,6.3,3210
1134,4,5.0,4149
1135,4,4.8,482
1136,4,3.3,671
1137,4,8.2,2132
1138,4,3.9,80
1138,2,2.9,4950
1139,4,1.3,4943
1140,4,9.9,4895
1141,4,8.2,1719
1142,4,8.7,2668
1142,1,7.5,1069
1143,4,1.2,2786
1144,4,4.0,4629
1144,3,6.0,4455
1145,4,5.5,3439
1146,4,8.9,910
1147,4,2.0,34
1147,3,8.2,3007
1148,4,1.5,4823
1148,2,3.5,2149
1149,4,3.1,781
1149,1,7.2,2872
1150,4,9.8,3657
1151,4,2.4,1924
1152,4,6.8,3680
1153,4,3.9,2538
1154,4,5.4,1859
1154,2,9.2,2999
1155,4,8.8,2467
1156,4,3.4,1812
1157,4,5.4,2504
1158,4,8.8,2113
1159,4,6.5,1454
1160,4,1.2,995
1161,4,2.7,3800
1162,4,2.9,2788
1163,4,2.9,1806
1164,4,8.6,3397
1165,4,2.5,2106
1166,4,1.8,4238
1167,4,6.7,4822
1168,4,10.0,3067
1169,4,7.5,211
1170,4,5.3,1828
1171,4,5.6,2494
1172,4,3.6,597
1173,4,3.9,1701
1174,4,4.3,3481
1175,4,2.0,3002
1176,4,9.8,4592
1177,4,8.2,2716
1178,4,5.2,877
1179,4,1.7,4298
1180,4,6.9,2034
1181,4,1.9,2621
1182,4,3.7,2194
1183,4,8.9,3443
1184,4,1.7,2964
1185,4,1.5,443
1186,4,4.8,2777
